2026-03-16 05:21:51.911 | INFO     | __main__:setup_logging:48 - Starting recon phase with run_id: a177f6d1-76ea-4541-92cc-26196be118e1
2026-03-16 05:21:53.759 | INFO     | cyberAI.utils.browser:initialize:82 - Browser pool initialized
2026-03-16 05:21:53.811 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: None
2026-03-16 05:21:53.812 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: None)
2026-03-16 05:21:54.057 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:21:56.060 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
2026-03-16 05:21:56.066 | DEBUG    | cyberAI.utils.browser:dump_dom:329 - DOM snapshot saved: outputs/recon/dom_snapshots/home_0.html
2026-03-16 05:21:56.286 | INFO     | cyberAI.recon.core_discovery:crawl:480 - Crawl complete. Discovered 1 routes.
2026-03-16 05:21:56.309 | INFO     | cyberAI.recon.core_discovery:save_routes:563 - Saved 1 routes to outputs/recon/intelligence/routes.json
2026-03-16 05:21:56.322 | INFO     | cyberAI.recon.network_intelligence:save_intelligence:420 - Saved 1 requests and 1 endpoints
2026-03-16 05:21:56.463 | INFO     | cyberAI.recon.frontend_parser:fetch_js_bundles:109 - Downloaded 0 JS bundles
2026-03-16 05:21:56.465 | INFO     | cyberAI.recon.frontend_parser:save_analysis:544 - Found 0 hidden routes
2026-03-16 05:21:56.466 | INFO     | cyberAI.recon.frontend_parser:save_analysis:557 - Saved frontend analysis with 0 routes, 0 API endpoints
2026-03-16 05:21:56.485 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:21:59.150 | INFO     | cyberAI.recon.account_state:discover_states_for_role:231 - Detected states: []
2026-03-16 05:21:59.176 | INFO     | cyberAI.recon.account_state:discover_state:183 - Starting discovery for state: unverified
2026-03-16 05:21:59.196 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:21:59.196 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: user)
2026-03-16 05:21:59.213 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:21:59.279 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:22:01.774 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
2026-03-16 05:22:01.779 | DEBUG    | cyberAI.utils.browser:dump_dom:329 - DOM snapshot saved: outputs/recon/dom_snapshots/home_0.html
2026-03-16 05:22:02.001 | INFO     | cyberAI.recon.core_discovery:crawl:480 - Crawl complete. Discovered 1 routes.
2026-03-16 05:22:02.031 | INFO     | cyberAI.recon.account_state:discover_state:183 - Starting discovery for state: verified
2026-03-16 05:22:02.048 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:22:02.048 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: user)
2026-03-16 05:22:02.063 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:22:02.116 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:22:04.426 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
