2026-03-16 05:23:26.673 | INFO     | __main__:setup_logging:48 - Starting recon phase with run_id: 721d959a-e94d-4443-b0c1-3fe7181091bb
2026-03-16 05:23:28.397 | INFO     | cyberAI.utils.browser:initialize:82 - Browser pool initialized
2026-03-16 05:23:28.467 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: None
2026-03-16 05:23:28.468 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: None)
2026-03-16 05:23:28.714 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:23:30.729 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
2026-03-16 05:23:30.734 | DEBUG    | cyberAI.utils.browser:dump_dom:329 - DOM snapshot saved: outputs/recon/dom_snapshots/home_0.html
2026-03-16 05:23:30.952 | INFO     | cyberAI.recon.core_discovery:crawl:480 - Crawl complete. Discovered 1 routes.
2026-03-16 05:23:30.986 | INFO     | cyberAI.recon.core_discovery:save_routes:563 - Saved 1 routes to outputs/recon/intelligence/routes.json
2026-03-16 05:23:31.008 | INFO     | cyberAI.recon.network_intelligence:save_intelligence:420 - Saved 1 requests and 1 endpoints
2026-03-16 05:23:31.115 | INFO     | cyberAI.recon.frontend_parser:fetch_js_bundles:109 - Downloaded 0 JS bundles
2026-03-16 05:23:31.117 | INFO     | cyberAI.recon.frontend_parser:save_analysis:544 - Found 0 hidden routes
2026-03-16 05:23:31.119 | INFO     | cyberAI.recon.frontend_parser:save_analysis:557 - Saved frontend analysis with 0 routes, 0 API endpoints
2026-03-16 05:23:31.148 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:33.652 | INFO     | cyberAI.recon.account_state:discover_states_for_role:231 - Detected states: []
2026-03-16 05:23:33.692 | INFO     | cyberAI.recon.account_state:discover_state:183 - Starting discovery for state: unverified
2026-03-16 05:23:33.713 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:33.713 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: user)
2026-03-16 05:23:33.729 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:33.809 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:23:35.618 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
2026-03-16 05:23:35.624 | DEBUG    | cyberAI.utils.browser:dump_dom:329 - DOM snapshot saved: outputs/recon/dom_snapshots/home_0.html
2026-03-16 05:23:35.851 | INFO     | cyberAI.recon.core_discovery:crawl:480 - Crawl complete. Discovered 1 routes.
2026-03-16 05:23:35.888 | INFO     | cyberAI.recon.account_state:discover_state:183 - Starting discovery for state: verified
2026-03-16 05:23:35.908 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:35.908 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: user)
2026-03-16 05:23:35.934 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:35.991 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:23:37.968 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
2026-03-16 05:23:37.974 | DEBUG    | cyberAI.utils.browser:dump_dom:329 - DOM snapshot saved: outputs/recon/dom_snapshots/home_0.html
2026-03-16 05:23:38.213 | INFO     | cyberAI.recon.core_discovery:crawl:480 - Crawl complete. Discovered 1 routes.
2026-03-16 05:23:38.246 | INFO     | cyberAI.recon.account_state:discover_state:183 - Starting discovery for state: trial
2026-03-16 05:23:38.266 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:38.266 | INFO     | cyberAI.recon.core_discovery:crawl:433 - Starting crawl from https://example.com (role: user)
2026-03-16 05:23:38.288 | DEBUG    | cyberAI.utils.browser:get_browser_context:170 - Created browser context for role: user
2026-03-16 05:23:38.341 | INFO     | cyberAI.recon.core_discovery:crawl:464 - Crawling [0]: https://example.com
2026-03-16 05:23:40.505 | DEBUG    | cyberAI.utils.browser:take_screenshot:307 - Screenshot saved: outputs/recon/screenshots/home_0.png
2026-03-16 05:23:40.510 | DEBUG    | cyberAI.utils.browser:dump_dom:329 - DOM snapshot saved: outputs/recon/dom_snapshots/home_0.html
